Abborrgrundet-Inkoo;188142; 3.0; 2.4;MW2013;POLYGON ((27.7020433774647 60.4487770871112, 27.7055084002909 60.4472713380439, 27.7146005866902 60.4511561456963, 27.7189352578333 60.456562736, 27.7236744815567 60.456812612382, 27.7236690554147 60.4572613304076, 27.7180467783976 60.4574739982463, 27.7136723958333 60.4527407243333, 27.7020433774647 60.4487770871112))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95816; 2.2; 1.8;NN+78.80;POLYGON ((24.3629098093333 61.0870018606667, 24.3755046483333 61.0799578425, 24.3767865288333 61.0789718995, 24.3781287871667 61.0769968485, 24.3783062242725 61.0763412528206, 24.3784315053474 61.0744204814683, 24.3806967228333 61.0736999756667, 24.3828720014858 61.0724426814023, 24.3845813265 61.0713430095, 24.3865757 61.0698271838333, 24.3868275411042 61.0702328005775, 24.3831511413333 61.0725495798333, 24.3812765025246 61.0737753348786, 24.379037866 61.0745803151667, 24.3788131496806 61.076905190102, 24.3770471491667 61.0791542406667, 24.3766601133732 61.0796841505757, 24.3668288635 61.0850775956667, 24.3638089953333 61.0867459306667, 24.3629098093333 61.0870018606667))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95807; 2.2; 1.8;NN+78.80;POLYGON ((24.3529047431667 61.098303868, 24.3534878903333 61.0977162601667, 24.353049058 61.0971638078333, 24.348889199009 61.0966744898233, 24.3479763608483 61.0962640438045, 24.3478177244893 61.0953221941645, 24.3489684953619 61.0937757200662, 24.3525339933249 61.0927075500451, 24.355421348 61.0923410363333, 24.3585383088333 61.090977747, 24.3629098093333 61.0870018606667, 24.3638089953333 61.0867459306667, 24.3630368606782 61.0872864383956, 24.3580896748285 61.0922801484756, 24.3535916611371 61.0928124743865, 24.3521674919919 61.0930854087225, 24.3500984440736 61.0937099812837, 24.3490485668929 61.0943139465888, 24.348469150396 61.0955628115119, 24.3492611275 61.096176289, 24.3503150460242 61.0965361944353, 24.3537299977324 61.0968995033973, 24.3545176020768 61.0977097924264, 24.3534898193038 61.0986367936502, 24.3529047431667 61.098303868))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95796; 2.2; 1.8;NN+78.80;POLYGON ((24.318885332499 61.116814130767, 24.3227906075769 61.1142856932777, 24.3261987513918 61.1126492459519, 24.3286671970189 61.1105458023336, 24.3362169785 61.1067795911667, 24.3401744206667 61.1048232618333, 24.3424667817633 61.1027482778379, 24.3454011996667 61.1015024215, 24.346868158515 61.100017973846, 24.3496167698333 61.0987725013333, 24.3529047431667 61.098303868, 24.3534898193038 61.0986367936502, 24.351211639 61.098822211, 24.3495980804066 61.0991400272307, 24.3476465905 61.0999980293333, 24.3456817426667 61.1017260515, 24.3428945708333 61.1028728303333, 24.3407117527777 61.1048899613878, 24.3290385165581 61.110677978009, 24.3265935194339 61.1127624997305, 24.3230805159309 61.1144158299614, 24.321090902655 61.1156941398718, 24.3193225546486 61.1169447903769, 24.318885332499 61.116814130767))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95784; 2.2; 1.8;NN+78.80;POLYGON ((24.3079167216667 61.1311764048333, 24.3155794591257 61.1274145693114, 24.3203797776667 61.124267861, 24.3209972476667 61.1237383768333, 24.3204515481667 61.1229454863333, 24.3186642532732 61.1215707864516, 24.317710781 61.1200647991667, 24.3172872569529 61.1193056086761, 24.318034339 61.1181843785, 24.318885332499 61.116814130767, 24.3193225546486 61.1169447903769, 24.3177869196667 61.1191858123333, 24.3187954918333 61.121044254, 24.3217961345314 61.123062002838, 24.3214868643333 61.1239391253333, 24.3159395573333 61.1275571615, 24.3086119735 61.1313755651667, 24.3079167216667 61.1311764048333))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95775; 2.4; 1.8;NN+78.80;POLYGON ((24.1939416893333 61.1404363075, 24.2177252178333 61.1379865466667, 24.2603003858333 61.1355280871667, 24.2855164865 61.1344850853333, 24.3079167216667 61.1311764048333, 24.3086119735 61.1313755651667, 24.2867466952971 61.1349862707215, 24.2458470551667 61.138335826, 24.19287380414 61.1414163303383, 24.1939416893333 61.1404363075))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95772; 2.4; 1.8;NN+78.80;POLYGON ((24.045176179122 61.1884069201541, 24.0449891178251 61.1875993517361, 24.0503765065422 61.1851745627721, 24.0520461234083 61.1831099852244, 24.0931767881378 61.1681612622534, 24.1939416893333 61.1404363075, 24.19287380414 61.1414163303383, 24.1386891053333 61.1568879273333, 24.1253755397834 61.1597303245934, 24.0936398551322 61.1685502311351, 24.0527902393038 61.1834686445077, 24.0513061077949 61.1852639506581, 24.045176179122 61.1884069201541))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95761; 2.2; 1.8;NN+78.80;POLYGON ((23.8612354497914 61.205572839166, 23.8876237081667 61.2029882003333, 23.8878886711566 61.2035018613518, 23.871661604 61.2049746121667, 23.8617040105 61.2059976851667, 23.8612354497914 61.205572839166))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95748; 2.2; 1.8;NN+78.80;POLYGON ((23.8134775732152 61.2101818331852, 23.8167377021575 61.212618143936, 23.8202022131667 61.2146066835, 23.8222686425 61.2151035881667, 23.83355005 61.2141678695, 23.8413109686667 61.2134152243333, 23.8461569791667 61.2117869773333, 23.8496331643301 61.2099228369346, 23.8506711953333 61.2094820268333, 23.8612354497914 61.205572839166, 23.8617040105 61.2059976851667, 23.8499756395102 61.2100811798113, 23.848472885 61.2109789956667, 23.8463097017493 61.2120970982923, 23.8430440631667 61.2132355256667, 23.8415336335 61.213609585, 23.8338027714005 61.2149130492914, 23.8229633705065 61.2155797487851, 23.8198800052915 61.2148605219412, 23.8183034878333 61.214078026, 23.8133261933333 61.2106123633333, 23.8134775732152 61.2101818331852))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95736; 2.2; 1.8;NN+78.80;POLYGON ((23.7946931993438 61.2264687999614, 23.7929475801667 61.2221972903333, 23.7926240486667 61.220567628, 23.795308103 61.2180569283333, 23.7996122101982 61.2139668787526, 23.806154765 61.210897979, 23.8076354480436 61.2102634041753, 23.8102436519849 61.2096568713179, 23.8134775732152 61.2101818331852, 23.8133261933333 61.2106123633333, 23.8102769718333 61.2103030246667, 23.8077061423333 61.2108737165, 23.8010262643333 61.2139689643333, 23.793942713 61.2204319828333, 23.7932909395 61.2216318456667, 23.7948314382205 61.2252485924432, 23.7958558098333 61.2259501758333, 23.7946931993438 61.2264687999614))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95723; 2.2; 1.8;NN+78.80;POLYGON ((23.806721852 61.2416672765, 23.8119516891667 61.2398451748333, 23.8187709373333 61.2376302548333, 23.8201171276667 61.2366271798333, 23.820030593 61.2354784401667, 23.814995186979 61.2305541084938, 23.8126397273333 61.2287358678333, 23.7946931993438 61.2264687999614, 23.7958558098333 61.2259501758333, 23.7970852878131 61.2264300453768, 23.8134804854812 61.2285598848146, 23.8154199148333 61.2304737475, 23.8210700802188 61.2360361783452, 23.8209910146395 61.2368437008121, 23.818775172 61.2380916845, 23.8122775103333 61.2401041565, 23.8072460096667 61.2417693346667, 23.806721852 61.2416672765))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95710; 2.2; 1.8;NN+78.80;POLYGON ((23.7816907971667 61.2653287168333, 23.7810586453481 61.263310558801, 23.7824339930018 61.2621019483752, 23.7834378112688 61.261393538213, 23.7887619843771 61.2593497865478, 23.7902265568333 61.2590605663333, 23.7918950081667 61.2585146686667, 23.7988563746667 61.2507756446667, 23.802094493 61.2471556031667, 23.806721852 61.2416672765, 23.8072460096667 61.2417693346667, 23.804850181 61.2445338686667, 23.799446556 61.250914084, 23.7922233757393 61.2589789594783, 23.789479376 61.2595070128333, 23.7848397515 61.2611132796667, 23.7831027113333 61.2621100845, 23.7818515028333 61.2638687901667, 23.7816907971667 61.2653287168333))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95702; 2.2; 1.8;NN+78.80;POLYGON ((23.7867802131667 61.279715017, 23.7832652418333 61.2696257365, 23.7816907971667 61.2653287168333, 23.7818515028333 61.2638687901667, 23.7821410958333 61.265107613, 23.7840586701667 61.2695496488333, 23.7876100216841 61.2801699779247, 23.7867802131667 61.279715017))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95691; 2.2; 1.8;NN+78.80;POLYGON ((23.7787510852922 61.294650849345, 23.7775251981667 61.292677214, 23.7762664133512 61.290579356749, 23.7770559175 61.2866263716667, 23.779565618 61.2848591751667, 23.7802938997596 61.2829810328408, 23.7816192685 61.2818887393333, 23.7861595948333 61.2802522763333, 23.7867802131667 61.279715017, 23.7876100216841 61.2801699779247, 23.7822073793333 61.2819956621667, 23.7808710418333 61.283058586, 23.7802466861413 61.2848672883612, 23.7779098538043 61.2864955878916, 23.7773439927924 61.2872395756172, 23.7766792918333 61.2906040971667, 23.7795216539148 61.2952615368937, 23.7787510852922 61.294650849345))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;95686; 2.2; 1.8;NN+78.80;POLYGON ((23.7696877491667 61.3064373983333, 23.7706714533635 61.3038135441288, 23.7750272275097 61.2980960092744, 23.7783458046095 61.2956729532709, 23.7787510852922 61.294650849345, 23.7795216539148 61.2952615368937, 23.7756440163333 61.2980928963333, 23.7711247383333 61.3038374068333, 23.7702159196629 61.3068897863637, 23.7696877491667 61.3064373983333))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;89631; 2.2; 1.8;NN+78.70;POLYGON ((23.7659681974778 61.3070515104916, 23.7696877491667 61.3064373983333, 23.7702159196629 61.3068897863637, 23.7663150143126 61.3072369182779, 23.7659681974778 61.3070515104916))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;89627; 2.2; 1.8;NN+78.80;POLYGON ((23.7595269621546 61.3071226830998, 23.759540035282 61.3069433233328, 23.7659681974778 61.3070515104916, 23.7663150143126 61.3072369182779, 23.7595269621546 61.3071226830998))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;69683; 2.4; 1.8;NN+76.60;POLYGON ((23.4970730849538 61.4223716250642, 23.4963224644787 61.4187455113356, 23.4904225513333 61.4065942291667, 23.4910371233333 61.3942972136667, 23.4944928079293 61.3900851003192, 23.4927483250087 61.3949857899251, 23.4922458875581 61.4063908877269, 23.4971269083318 61.418741855426, 23.4974981856064 61.4206190186382, 23.4997560288333 61.4229128511667, 23.4970730849538 61.4223716250642))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;69690; 2.4; 1.8;NN+76.60;POLYGON ((23.4972245323333 61.3839454318333, 23.4939154926316 61.3900272358679, 23.4944928079293 61.3900851003192, 23.4910371233333 61.3942972136667, 23.4946293818888 61.3837520177565, 23.5023433382318 61.3803611366716, 23.5104964731667 61.376480776, 23.5068584830256 61.3800158651411, 23.5056951505824 61.3797167641542, 23.4972245323333 61.3839454318333))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;69695; 2.4; 1.8;NN+76.60;POLYGON ((23.5009389985 61.3858748791667, 23.4927483250087 61.3949857899251, 23.4944928079293 61.3900851003192, 23.5001450652078 61.3856216799347, 23.5021387632274 61.3846571044247, 23.5068584830256 61.3800158651411, 23.5116518806667 61.3788341798333, 23.5036585380709 61.383882591397, 23.5026654077748 61.384666496426, 23.5009389985 61.3858748791667))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;69710; 2.4; 1.8;NN+76.60;POLYGON ((23.5068584830256 61.3800158651411, 23.5104964731667 61.376480776, 23.5330034968333 61.3633148803334, 23.5411692659293 61.3573701657791, 23.5564862813916 61.3437212616575, 23.5836529165708 61.338437469917, 23.5901329811916 61.3362093442407, 23.5904125830151 61.3363685755524, 23.5840036378333 61.3388533431667, 23.577272429 61.3404133655, 23.5595217972914 61.3436770992453, 23.5556146494813 61.3453606730504, 23.543863678 61.3575963435, 23.5348416837137 61.3638228094694, 23.5116518806667 61.3788341798333, 23.5068584830256 61.3800158651411))
Säynätsalmen avokanava - Kolu - Pielavesi väylä;69718; 2.2; 1.8;NN+76.60;POLYGON ((23.5901329811916 61.3362093442407, 23.590932712818 61.3359343509957, 23.5931040746769 61.3355253448417, 23.5932004408527 61.3357924865156, 23.5909760357605 61.3361501169329, 23.5904125830151 61.3363685755524, 23.5901329811916 61.3362093442407))
Söderskärin 5,5m väylä;230606; 5.5; 4.3;MW2017;POLYGON ((19.5166611025161 60.3051616133108, 19.5211822026073 60.3200477796014, 19.5415851371667 60.327647392, 19.5560751567095 60.3350351413406, 19.5537266825654 60.3366211742713, 19.5417875860629 60.3333330942542, 19.5242206627689 60.3268356961318, 19.5177580973629 60.3244441982426, 19.5166611025161 60.3051616133108))
Söderskärin 5,5m väylä;230657; 5.5; 4.3;MW2017;POLYGON ((19.5453332936667 60.3422880216667, 19.5466047925566 60.3425808230567, 19.5388130714272 60.3508901358369, 19.5376898301881 60.3495745562263, 19.5359885937239 60.3469393712505, 19.5362628116099 60.3437101257749, 19.5453332936667 60.3422880216667))
Söderskärin 5,5m väylä;230626; 5.5; 4.3;MW2017;POLYGON ((19.5365797178032 60.3513279975834, 19.5376898305 60.3495745726667, 19.5388130671667 60.3508901485, 19.5422467559409 60.3538901960877, 19.5813961531445 60.3750854504937, 19.5729260786892 60.3747309613115, 19.5501100005943 60.3667033199733, 19.5403935530533 60.3543886599606, 19.5365797178032 60.3513279975834))
Söderskärin 5,5m väylä;230596; 5.3; 4.3;MW2017;POLYGON ((19.5466047925566 60.3425808230567, 19.5453332936667 60.3422880216667, 19.5537266825654 60.3366211742713, 19.5560751567095 60.3350351413406, 19.5626123976667 60.3362016786667, 19.5738150652173 60.3346208489312, 19.5763403276724 60.3342643558051, 19.5745334492704 60.3369757531381, 19.5588186778333 60.3377179301667, 19.5473902248333 60.3417429595, 19.5466047925566 60.3425808230567))
Söderskärin 5,5m väylä;230592; 5.5; 4.3;MW2017;POLYGON ((19.5242206627689 60.3268356961318, 19.5295326296693 60.3386957957301, 19.5362628116099 60.3437101257749, 19.5359885937239 60.3469393712505, 19.5306489218007 60.3444249039477, 19.5274533333333 60.3437533333333, 19.5187535489316 60.3419244474216, 19.5177580973629 60.3244441982426, 19.5242206627689 60.3268356961318))
Södra Mågsholm-Bockholm väylä;102929; 3.0; 2.4;NN+75.10;POLYGON ((27.8344241829198 61.3563639393479, 27.8440723736891 61.353927851113, 27.8786371818577 61.3628218392687, 27.9387852340505 61.3600130304823, 27.943466114501 61.3627848746696, 27.8742928322174 61.3665919970427, 27.8344241829198 61.3563639393479))
Taalintehtaan satamaväylä;148580; 3.0; 2.4;NN+75.10;POLYGON ((28.1027991848826 61.3045382076489, 28.1336150741667 61.3210691481667, 28.1349230396667 61.325174804, 28.1375566631667 61.3286940938333, 28.1388721848919 61.3312078814216, 28.1331861902086 61.3298134888682, 28.1323806273333 61.3245292168333, 28.1235709861941 61.3198014123276, 28.1232840436085 61.318332577136, 28.1027991848826 61.3045382076489))
Taalintehtaan veneväylä;105828; 4.8; 4.2;NN+75.10;POLYGON ((27.9268185989003 61.334466938172, 27.9263382841667 61.3441353243333, 27.9323176801667 61.3498019733333, 27.9591933278333 61.3712516138333, 27.9605881881667 61.3722199478333, 27.9689806412586 61.3781192298412, 27.9670230091368 61.3789318556788, 27.9509956815 61.3661042003333, 27.943466114501 61.3627848746696, 27.9387852340505 61.3600130304823, 27.9213442401865 61.3496793520259, 27.9028470091667 61.3407923271667, 27.8992571363333 61.3399737295, 27.9268185989003 61.334466938172))
Taalintehtaan veneväylä;155626; 4.8; 4.2;NN+75.10;POLYGON ((27.9689806412586 61.3781192298412, 27.9725578249615 61.3948310583539, 27.973970389 61.4014252441667, 27.9780190311585 61.4147675983475, 27.9890129471255 61.4313799738512, 28.0122253833122 61.4415915750816, 27.996112819 61.4413253561667, 27.9874146471751 61.4335722692517, 27.9732768677009 61.4146310737903, 27.9670230091368 61.3789318556788, 27.9689806412586 61.3781192298412))
Taalintehtaan veneväylä;167532; 5.2; 4.2;NN+75.10;POLYGON ((27.996112819 61.4413253561667, 28.0122253833333 61.4415915758333, 28.0391624010911 61.4452182145717, 28.0481848610307 61.4464315562582, 28.0525712989504 61.4470211949031, 28.0571748161667 61.4489957653333, 28.0542972101667 61.4492783126667, 28.0287444323333 61.446449364, 27.996112819 61.4413253561667))
Taalintehtaan veneväylä;154248; 4.8; 4.2;NN+75.10;POLYGON ((28.0810283245 61.4544366685, 28.1010797415 61.460090155, 28.1190789498333 61.4651755241667, 28.1356838992381 61.4668448951009, 28.117750631313 61.4750625562513, 28.1136652728333 61.4674813693333, 28.1102804975 61.4640898053333, 28.0837501254939 61.4568368203187, 28.0789236449193 61.4555469399931, 28.0810283245 61.4544366685))
Taalintehtaan veneväylä;105850; 4.8; 4.2;NN+75.10;POLYGON ((28.0571748161667 61.4489957653333, 28.063080099 61.4500895366667, 28.0655381128333 61.451245952, 28.070495461 61.4520138731667, 28.0741000798333 61.452695364, 28.0810283245 61.4544366685, 28.0789236449193 61.4555469399931, 28.0709341238333 61.4532686048333, 28.0684501755 61.4525154286667, 28.0637094451667 61.4515025423333, 28.0595007125 61.4501353648333, 28.0542972101667 61.4492783126667, 28.0571748161667 61.4489957653333))
Taipalsaaren kk:n väylä;72097; 4.6; 4.0;MW2000;POLYGON ((22.9764222865979 60.287724342510195, 22.9783898421504 60.2857547974009, 22.997668497333297 60.2927959641667, 23.009143773833298 60.297986836999996, 23.020305484166702 60.3020030328333, 23.028874543 60.308541279, 23.035240083666697 60.313396405, 23.0371779608333 60.3139989605, 23.037957839 60.314931533333294, 23.0354627483333 60.315444956, 23.0346829293333 60.3145123686667, 23.034476340833297 60.31363683366669, 23.028110989666697 60.308781825000004, 23.021071951333298 60.303411126333295, 23.017510547833297 60.30155178083329, 23.0086081933333 60.298348372333294, 22.995201125500003 60.293956164666696, 22.9764222865979 60.287724342510195))
Taipalsaaren kk:n väylä;208311; 4.6; 4.0;MW2016;POLYGON ((22.9454958113082 60.2582670619228, 22.9510375300046 60.2660368274426, 22.9783898421504 60.2857547974009, 22.9764222865979 60.2877243425102, 22.9551108651667 60.2705151323333, 22.9499462012804 60.2666320421613, 22.944046138969 60.2590565612689, 22.9395337245648 60.25708962469, 22.9409590589085 60.2562843214383, 22.9454958113082 60.2582670619228))
Taipalsaaren väylä;116609; 4.5; 3.5;MW2005;POLYGON ((22.8974309902058 60.0722967959566, 22.8959406562703 60.0707314138206, 22.9203757406972 60.0736850625363, 22.9453814501045 60.072089190577, 22.9475503950514 60.0719507689699, 22.9463522126843 60.0734026845061, 22.9202228341779 60.0750515722012, 22.8974309902058 60.0722967959566))
Taipalsaaren väylä;105241; 4.5; 3.5;MW2005;POLYGON ((23.015371034877 60.1034601939771, 23.028218261155 60.1184163501613, 23.0260837969076 60.1243342142976, 23.0211271139885 60.1238889515515, 23.0218552774797 60.1218712206566, 23.024565989623 60.1209427312127, 23.0254198938802 60.1185755804746, 23.0131331762116 60.1042706463113, 23.015371034877 60.1034601939771))
Taipalsaaren väylä;105239; 4.5; 3.5;MW2005;POLYGON ((22.9475503950514 60.0719507689699, 22.9488981198198 60.0725931136616, 22.9945021466858 60.0943060901613, 23.015371034877 60.1034601939771, 23.0131331762116 60.1042706463113, 22.9926859026494 60.0953011770113, 22.9463522126843 60.0734026845061, 22.9475503950514 60.0719507689699))
Taipalsaaren väylä;105235; 4.5; 3.5;MW2005;POLYGON ((22.877886393351 60.0670088867447, 22.8806933592003 60.0668202229127, 22.8879311777845 60.0689608933526, 22.8959406562703 60.0707314138206, 22.8974309902058 60.0722967959566, 22.8866561016667 60.0693821541667, 22.8793165005 60.0675355683333, 22.877886393351 60.0670088867447))
Taipalsaaren väylä;105233; 4.5; 3.5;MW2005;POLYGON ((22.8713899160994 60.0666081510697, 22.8737149279354 60.0656206312163, 22.8754622608006 60.0664976789383, 22.8806933592003 60.0668202229127, 22.877886393351 60.0670088867447, 22.8730931966667 60.0666495043333, 22.8713899160994 60.0666081510697))
Taipalsaaren väylä;105229; 4.5; 3.5;MW2005;POLYGON ((22.7987978958775 60.0521243132725, 22.8023475053333 60.0533428318333, 22.8123677500027 60.053450315552, 22.8376686712472 60.0584741484279, 22.8536537444102 60.061644919294, 22.8737149279354 60.0656206312163, 22.8713899160994 60.0666081510697, 22.8154840335 60.0560005298333, 22.7966637162259 60.0576988700873, 22.7987978958775 60.0521243132725))
Taivallahden väylä;171902; 1.9; 1.3;MW2005;POLYGON ((25.1295703482329 60.1663192757722, 25.133388655591 60.1666576568759, 25.1384138246237 60.1700005961347, 25.13629356653 60.1709051025073, 25.1295703482329 60.1663192757722))
Taivallahden väylä;171838; 3.0; 2.4;MW2010;POLYGON ((25.1384138246237 60.1700005961347, 25.1399190544258 60.17100177917, 25.1377465670405 60.1718959596467, 25.13629356653 60.1709051025073, 25.1384138246237 60.1700005961347))
Taivallahden väylä;190300; 1.9; 1.3;MW2005;POLYGON ((25.1377465670405 60.1718959596467, 25.1399190544258 60.17100177917, 25.151565218046 60.1787453176618, 25.1528969566242 60.1788424498328, 25.165859886021 60.1805447360277, 25.173797947018 60.181391906151, 25.1815072612253 60.1830269217208, 25.1819174888825 60.1839414827968, 25.1836156239382 60.185351007402, 25.1820119033808 60.1849261151364, 25.1699714971667 60.1817351573333, 25.155973658998 60.1798799893087, 25.1526689171682 60.1790732211174, 25.1514838705381 60.1788367083968, 25.1485079988159 60.1784924553411, 25.1472655848333 60.1778123701667, 25.1429946710816 60.1754742309806, 25.1377465670405 60.1718959596467))
Tallörn-Pirttisaari;163018; 1.8; 1.2;MW2000;POLYGON ((22.8556994848174 59.9278165601656, 22.8570184141052 59.9271162278126, 22.856729857981 59.9268243951377, 22.881771365147 59.9184323790583, 22.8830497527498 59.9169131588187, 22.8835011631382 59.899197522858, 22.8857855765282 59.8964404212202, 22.8938664064111 59.8932181025337, 22.8947700361271 59.892425440678, 22.8955832920313 59.8915314274613, 22.912769881534 59.8764459663913, 22.9340129628845 59.8615193275379, 22.9378389652216 59.8588291499624, 22.9470539532003 59.8523475620121, 22.9484226300856 59.8523104307234, 22.9386343739844 59.8591954467904, 22.9348084180093 59.8618856295685, 22.9136725185259 59.8767372053079, 22.8965132126869 59.8917990797741, 22.8953899937615 59.8926038801148, 22.8939390541271 59.8938766543461, 22.886668697121 59.8967757690114, 22.8845703409072 59.8993084287117, 22.8841194486183 59.91702554134, 22.8826342714443 59.9187905844294, 22.8556994848174 59.9278165601656))
Tallörnin väylä;180080;####; 0.0;MW2005;POLYGON ((26.3296546473894 60.1829388429326, 26.3566826687374 60.1830727420471, 26.3564016627328 60.1974318759656, 26.3293618374481 60.1972978994236, 26.3296546473894 60.1829388429326))
Tallörnin väylä;234701;####;####;MW2005;POLYGON ((26.8921758730816 60.4063582747451, 26.8965206672105 60.4063012041728, 26.9101807334997 60.407267714507, 26.9126627945479 60.4113169058061, 26.9059593121667 60.411981323, 26.8921758730816 60.4063582747451))
Tallörnin väylä;234688;####;####;MW2005;POLYGON ((26.9126627945479 60.4113169058062, 26.9136596907874 60.4129429406649, 26.9235987558333 60.4170766346667, 26.9309863665 60.4185660088333, 26.9353278978097 60.4209097931129, 26.9290481873333 60.4240464221667, 26.9236277390465 60.4192061589406, 26.9188790074432 60.4172642296029, 26.9158501113333 60.4158658533333, 26.9059593121667 60.411981323, 26.9126627945479 60.4113169058062))
Tallörnin väylä;180260;####;####;MW2005;POLYGON ((26.5615502997614 60.2983049671807, 26.6903766343959 60.3614290063778, 26.6983122713333 60.3634127301667, 26.7299640297839 60.3688781876677, 26.7334180556316 60.3694740428915, 26.7623216909158 60.3744558602975, 26.7916272383513 60.3794990049356, 26.8249775845812 60.3852284599998, 26.8286218476652 60.3947270020488, 26.7809776865177 60.3843421486438, 26.7636638448314 60.3816926714849, 26.7502790243388 60.3796426153712, 26.6941857507676 60.371033723385, 26.6566278054451 60.3650845271788, 26.6431432363509 60.3562437082094, 26.6373824554273 60.3524649257828, 26.5945261054483 60.3243179714267, 26.5856175336667 60.3184592285, 26.5687283482884 60.3092270104682, 26.5553468130952 60.3019069770021, 26.5615502997614 60.2983049671807))
Tallörnin väylä;180692;####;####;MW2005;POLYGON ((26.3579406559283 60.189433853304, 26.3963400777467 60.1815997623765, 26.4085551494581 60.2123315643368, 26.4310994476344 60.2356155899402, 26.4481920076213 60.2430984759673, 26.4486731819566 60.2433090400574, 26.4960819632138 60.2635421470428, 26.5464202226667 60.2902860155, 26.5615502997614 60.2983049671807, 26.5553468130952 60.3019069770021, 26.5260209252687 60.2955955029967, 26.5121843925781 60.2902618219013, 26.4863246223086 60.2716577483735, 26.4634403535736 60.2625141205354, 26.4287951963909 60.2580498383501, 26.4143813910326 60.2418048029087, 26.4067113138336 60.2351883304199, 26.3579406559283 60.189433853304))
Tallörnin väylä;173298;####;####;MW2005;POLYGON ((26.8900444202461 60.4054884328225, 26.8923066641486 60.4054587707331, 26.9098322414561 60.4066991181142, 26.9101807334997 60.407267714507, 26.8965206672105 60.4063012041728, 26.8921758730816 60.4063582747451, 26.8900444202461 60.4054884328225))
Tallörnin väylä;173397;####;####;MW2005;POLYGON ((26.8286218476652 60.3947270020488, 26.8249775845812 60.3852284599998, 26.9049200391627 60.398682052161, 26.9098322414561 60.4066991181142, 26.8923066641486 60.4054587707331, 26.8900444202461 60.4054884328225, 26.8878809600291 60.4046054534795, 26.8575990046592 60.401031496228, 26.8286218476652 60.3947270020488))
Tammisaaren satama;87959; 2.1; 1.5;MW2000;POLYGON ((24.414448734072 59.967465553533, 24.4145294987278 59.9667652149679, 24.4158962647446 59.9667721351871, 24.4167022932248 59.9681308098444, 24.4161278733333 59.9693232175, 24.4174646293968 59.9709492046027, 24.4193265103333 59.9727167645, 24.4210463916667 59.9741301285, 24.4244533518333 59.9737435071667, 24.4258890875922 59.9730746978491, 24.4254678454432 59.9752032365324, 24.4214609085789 59.9750023831753, 24.4184497825 59.9721440408333, 24.415353993668 59.9694747342052, 24.4164154955 59.9681603491667, 24.4155428588965 59.9674860783145, 24.414448734072 59.967465553533))
Tammisaaren satama;187109; 2.1; 1.5;MW2000;POLYGON ((24.3928082511089 59.9599211464678, 24.3927856559682 59.9579952891051, 24.3966533873898 59.9604876796734, 24.3981089546845 59.9614256116359, 24.4056940835432 59.9663128376199, 24.4068534111667 59.9668802898333, 24.4094797654016 59.9667678717587, 24.4096818684307 59.9670855139878, 24.4067252123333 59.9669665798333, 24.4011077941667 59.9652691896667, 24.3962525479805 59.9621406799147, 24.3949035691134 59.9612714030126, 24.3928082511089 59.9599211464678))
Tammisaaren satama;120250; 3.1; 2.4;MW2000;POLYGON ((24.4094797654016 59.9667678717587, 24.410662591 59.9667683286667, 24.4145294987278 59.9667652149679, 24.414448734072 59.967465553533, 24.4138259687849 59.9674573650518, 24.4135336627442 59.9674468822597, 24.4131898831496 59.9673858486705, 24.4131404564061 59.967384657054, 24.4126198065866 59.9672379213711, 24.4096818684307 59.9670855139878, 24.4094797654016 59.9667678717587))
Tammisaaren väylä;187073; 3.0; 2.4;MW2005;POLYGON ((24.3799433122217 59.9687709285609, 24.4115659696894 59.9949959256946, 24.4232561199241 60.0114557737965, 24.4259204355317 60.0132997329464, 24.4359862717036 60.0159801641378, 24.4389702685695 60.0228743708402, 24.4404009725943 60.0245566333269, 24.4413869872532 60.0264715360662, 24.4379077522662 60.026920183965, 24.4340780945251 60.0179924464456, 24.4315697517829 60.0163491907346, 24.4216784871224 60.0137019732367, 24.4092665465531 59.9955299271572, 24.3774248937148 59.9699580622945, 24.3799433122217 59.9687709285609))
Tappuvirran väylä;147042; 4.8; 4.2;NN+75.10;POLYGON ((28.6971520346803 61.2162694590792, 28.7156372425 61.2162358423333, 28.7195276480165 61.2195323950692, 28.7141199097744 61.2232594247988, 28.6971520346803 61.2162694590792))
