Abborrgrundet-Inkoo;188142; 3.0; 2.4;MW2013;POLYGON ((27.7020433774647 60.4487770871112, 27.7055084002909 60.4472713380439, 27.7146005866902 60.4511561456963, 27.7189352578333 60.456562736, 27.7236744815567 60.456812612382, 27.7236690554147 60.4572613304076, 27.7180467783976 60.4574739982463, 27.7136723958333 60.4527407243333, 27.7020433774647 60.4487770871112))
Honkasaari - Suovanlahti väylä;161809; 1.8; 1.5;MW2009;POLYGON ((23.111306182024 60.3718421641854, 23.1127967045069 60.3734989635066, 23.1126449941517 60.3735268039488, 23.1124932651716 60.373554624985, 23.111087878038 60.3719827589196, 23.1111970392055 60.3719124801883, 23.111306182024 60.3718421641854))
Honkasaari - Suovanlahti väylä;161787; 1.8; 1.5;MW2009;POLYGON ((23.1068055688091 60.3699180624134, 23.1085162447885 60.3705292457134, 23.1097157065542 60.3711562581768, 23.111306182024 60.3718421641854, 23.1111970392055 60.3719124801883, 23.111087878038 60.3719827589196, 23.108298763068 60.370703310441, 23.1066698946399 60.3700100106582, 23.1067377408809 60.3699640506579, 23.1068055688091 60.3699180624134))
Houtskari-Lypertö venereitti;216970; 3.2; 2.4;MW2014;POLYGON ((21.193832020066 60.3171772805096, 21.1946620826505 60.3164045494208, 21.1935951214198 60.3149155513291, 21.1946354211889 60.3145640649271, 21.1962637669525 60.3158922897783, 21.1976962213446 60.3161414392753, 21.193832020066 60.3171772805096))
Houtskari-Lypertö venereitti;206431; 3.2; 2.4;MW2014;POLYGON ((21.3251078836561 60.3258847241047, 21.3273717248515 60.3266648662866, 21.3290629034533 60.3307674736705, 21.3273298007765 60.3310292762521, 21.3251078836561 60.3258847241047))
Houtskari-Lypertö venereitti;206412; 3.2; 2.4;MW2014;POLYGON ((21.2949023851543 60.3191063351626, 21.293350275234 60.3191369281504, 21.2545811672525 60.3170575108985, 21.2549861639229 60.3159972391864, 21.2870597276645 60.3183179253394, 21.3093082276791 60.3193369990041, 21.3072402295135 60.31971057712, 21.2949023851543 60.3191063351626))
Houtskari-Lypertö venereitti;206411; 3.2; 2.4;MW2014;POLYGON ((21.1792459917512 60.3226750944322, 21.1854441895668 60.3254105533363, 21.1952468974449 60.3293108309807, 21.2003081024911 60.3295450481921, 21.2004521202209 60.3301570356921, 21.194460408711 60.3297788254509, 21.1775733501008 60.3235039486043, 21.1792459917512 60.3226750944322))
Houtskari-Lypertö venereitti;206363; 3.2; 2.4;MW2014;POLYGON ((21.2122329794559 60.3182751602478, 21.2191095745776 60.3182114209549, 21.2256985313617 60.3171250288688, 21.2287908733755 60.3163776394409, 21.2291550715 60.3160794983333, 21.229535885729 60.3147959491634, 21.2303904341084 60.3150038244109, 21.2305390628333 60.3165734171667, 21.228805331121 60.3184477646292, 21.2113783519193 60.3191116851571, 21.2122329794559 60.3182751602478))
Houtskari-Lypertö venereitti;206362; 3.2; 2.4;MW2014;POLYGON ((21.1998796670994 60.3155560641574, 21.2110214854244 60.3135628035595, 21.2124486659221 60.3154233601616, 21.2113809133928 60.3176231540293, 21.2122329794559 60.3182751602478, 21.2113783519193 60.3191116851571, 21.2005304561045 60.3157663158021, 21.1998796670994 60.3155560641574))
Houtskari-Lypertö venereitti;206351; 3.2; 2.4;MW2014;POLYGON ((21.2003081024911 60.3295450481921, 21.2014965131507 60.3289254194902, 21.2013762612341 60.327083898515, 21.2021559944309 60.3270827146426, 21.2026687485082 60.3289799219357, 21.2004521202209 60.3301570356921, 21.2003081024911 60.3295450481921))
Houtskari-Lypertö venereitti;206350; 3.2; 2.4;MW 2000;POLYGON ((21.1887062361993 60.3194447452335, 21.1792459917512 60.3226750944322, 21.1775733501008 60.3235039486043, 21.1732428547256 60.3283395170818, 21.1727143039294 60.3275565813228, 21.1769049489853 60.3229117171591, 21.188566046498 60.3186033750805, 21.193832020066 60.3171772805096, 21.1976962213446 60.3161414392753, 21.1998796670994 60.3155560641574, 21.2005304561045 60.3157663158021, 21.1996982926997 60.3159324086161, 21.1901957007124 60.3189518927632, 21.1887062361993 60.3194447452335))
Houtskari-Lypertö venereitti;206340; 3.2; 2.4;MW2014;POLYGON ((21.1657477056837 60.3279862813087, 21.1696188441667 60.3278199521667, 21.172714304 60.3275565946667, 21.1732428547256 60.3283395170818, 21.1668988706649 60.3284640539891, 21.1657477056837 60.3279862813087))
Houtskari-Lypertö venereitti;206333; 3.2; 2.4;MW2014;POLYGON ((21.1657477056837 60.3279862813087, 21.1668988706649 60.3284640539891, 21.1655378220048 60.3349084894769, 21.1647031094899 60.3406552063761, 21.1623246458517 60.3393383658568, 21.1631842408333 60.3381346728333, 21.1637174411667 60.3352280098333, 21.1645775736113 60.3323989230375, 21.1658185249252 60.3298241634965, 21.1657477056837 60.3279862813087))
Houtskari-Lypertö venereitti;206318; 4.5; 3.5;MW2014;POLYGON ((21.1604061446174 60.3403683309891, 21.1623246458517 60.3393383658568, 21.1648572392253 60.3407405176471, 21.1655801349316 60.3430544422921, 21.1628805700732 60.3427616054868, 21.1610635513471 60.3414983660724, 21.1604061446174 60.3403683309891))
Houtskari-Lypertö venereitti;206364; 3.2; 2.4;MW2014;POLYGON ((21.229535885729 60.3147959491634, 21.2309243580667 60.3142742970388, 21.2384350018985 60.3155611585948, 21.2453259168333 60.3150005806667, 21.2506013938001 60.3155459897294, 21.2501418673639 60.316818669684, 21.2392540002356 60.3162322183287, 21.2303904341084 60.3150038244109, 21.229535885729 60.3147959491634))
Houtskari-Lypertö venereitti;218397; 3.2; 2.4;MW2014;POLYGON ((21.2506013938001 60.3155459897294, 21.2549861639229 60.3159972391864, 21.2545859917291 60.3170554988638, 21.2501458588062 60.3168170795971, 21.2506013938001 60.3155459897294))
Houtskari-Lypertö venereitti;206401; 3.2; 2.4;MW2014;POLYGON ((21.3134911950082 60.3332380171388, 21.3127174059141 60.3350857986527, 21.3130640127385 60.3354760223909, 21.3174854130984 60.3370326451741, 21.3178884480945 60.3371831990753, 21.3173979006094 60.3374809725402, 21.317009313283 60.3372748628174, 21.3117420988996 60.3357088336952, 21.3122419935404 60.3327389580982, 21.3134911950082 60.3332380171388))
Houtskari-Lypertö venereitti;206397; 3.2; 2.4;MW2014;POLYGON ((21.3255364704561 60.3317293272748, 21.3273298007765 60.3310292762521, 21.3290629034533 60.3307674736704, 21.3323943681667 60.330258144, 21.3352359729017 60.3293743744578, 21.3380269404981 60.3303357400814, 21.3256972158833 60.3323339692433, 21.3255672960929 60.3328126021133, 21.3242814542574 60.3328157434885, 21.324320012449 60.3322479750036, 21.3192309842028 60.331900476654, 21.3161701893707 60.3324884643204, 21.3134911950082 60.3332380171388, 21.3122419935404 60.3327389580982, 21.3189841145954 60.3314208626351, 21.3255364704561 60.3317293272748))
Houtskari-Lypertö venereitti;206445; 3.2; 2.4;MW2014;POLYGON ((21.3811957392796 60.3500198781299, 21.3923048742048 60.3550664279586, 21.4164512725287 60.3591871102445, 21.4101356048369 60.3598722975033, 21.3897083666909 60.3562528735837, 21.3838209002154 60.3537258934151, 21.3847965083303 60.3526468111504, 21.3811957392796 60.3500198781299))
Houtskari-Lypertö venereitti;222300; 3.2; 2.4;MW2014;POLYGON ((21.3380269404981 60.3303357400814, 21.3352359729018 60.3293743744578, 21.3273717248515 60.3266648662866, 21.3251078836561 60.3258847241046, 21.3072402295135 60.31971057712, 21.3093082276791 60.3193369990041, 21.3386088528783 60.3292432647214, 21.360240430009 60.3394209093368, 21.3650040776523 60.3413886651057, 21.368808501815 60.3444794465822, 21.3380269404981 60.3303357400814))
Houtskari-Lypertö venereitti;216979; 3.2; 2.4;MW2014;POLYGON ((21.4200083874276 60.3619028511758, 21.426652070725 60.3609655296592, 21.4700494977751 60.3692190824379, 21.4763252120568 60.3684316261522, 21.4773913585 60.3681378395, 21.4774703636667 60.3674583253333, 21.4783195368333 60.3672838531667, 21.4781193654706 60.3680932029688, 21.4781320298333 60.368694318539, 21.4757839893333 60.3690035666667, 21.4726048393062 60.3699760953012, 21.4697488081072 60.3702267573344, 21.4671822003474 60.3704519623188, 21.4619461387329 60.3695040999708, 21.4200083874276 60.3619028511758))
Houtskari-Lypertö venereitti;216972; 3.2; 2.4;MW2014;POLYGON ((21.2110214854244 60.3135628035595, 21.2199153951667 60.310310057, 21.221483193 60.3096380885, 21.2225455816967 60.3100065603308, 21.2206962335363 60.3105456815396, 21.2150705326173 60.3126548737201, 21.2124486659221 60.3154233601616, 21.2110214854244 60.3135628035595))
Houtskari-Lypertö venereitti;216968; 3.2; 2.4;MW2014;POLYGON ((21.1887062361993 60.3194447452335, 21.1901957007124 60.3189518927632, 21.1906314365728 60.3200833451623, 21.1902425122456 60.3215004320973, 21.1895199475457 60.3212207895106, 21.1896687711432 60.3202096333435, 21.1887062361993 60.3194447452335))
Hudön väylä;193783; 5.5; 4.5;MW2005;POLYGON ((25.3425453656061 60.1870736397042, 25.3316623442999 60.1849125155221, 25.3553894611667 60.1817199195, 25.3874450255 60.1781801291667, 25.4177773015069 60.1724845019364, 25.4246570866105 60.1751670352586, 25.3932790669375 60.1793522772431, 25.3545017544529 60.1845825460734, 25.3425453656061 60.1870736397042))
Hudönselkä-Ahvenlahti;194746; 3.6; 3.0;MW2000;POLYGON ((26.1246031624819 60.327108824969, 26.1258847225434 60.3263548215692, 26.129113898876 60.327215687278, 26.1563175975663 60.343733239671, 26.1601340246128 60.351073158964, 26.1400993575 60.3378288825, 26.1270309488333 60.3274223365, 26.1246031624819 60.327108824969))
Hudönselkä-Ahvenlahti;194469; 4.5; 3.5;MW2000;POLYGON ((25.809867951 60.2286030625, 25.8280350156414 60.2305804644379, 25.8388487286667 60.2330451695, 25.8461387512841 60.2336394692647, 25.852499614235 60.2341576874743, 25.8498538646918 60.236021954217, 25.8447090062428 60.2357711279508, 25.8359288549215 60.2329298252086, 25.8283144986667 60.2313458908333, 25.812397698596 60.2300756677056, 25.809867951 60.2286030625))
Hudönselkä-Ahvenlahti;194466; 4.5; 3.5;MW2000;POLYGON ((25.8461387512841 60.2336394692647, 25.8523964024539 60.2322205454386, 25.8615213247983 60.2329633551189, 25.8647767851072 60.2351570008411, 25.852499614235 60.2341576874743, 25.8461387512841 60.2336394692647))
Hudönselkä-Ahvenlahti;193951; 3.6; 3.0;MW2000;POLYGON ((26.0602905083973 60.3002215069457, 26.0845694941667 60.302768488, 26.1049526002818 60.3117356225665, 26.1100990251004 60.3176041406198, 26.1261658915691 60.3236873444022, 26.1258847225434 60.3263548215692, 26.1246031624819 60.327108824969, 26.1239263521667 60.3243960663333, 26.108924666 60.3178069951667, 26.1036885913333 60.3121303375, 26.0955699306667 60.3087254043333, 26.0836995005 60.3037780206667, 26.0592995181667 60.3012187815, 26.0602905083973 60.3002215069457))
Hudönselkä-Ahvenlahti;193935; 3.0; 2.4;MW2000;POLYGON ((25.9852765975376 60.2630752618593, 25.9870942035119 60.2623923643665, 25.9975002269596 60.2641263811691, 26.0081236995163 60.2649743207892, 26.0137975155451 60.2708656359204, 26.0279531875931 60.2738679111488, 26.0376624209659 60.2739543932463, 26.0382478710334 60.2755604911598, 26.0276458077834 60.2749950786117, 26.0169588617379 60.2725234270267, 26.0131655048333 60.2710538196667, 26.006903072945 60.2661771606884, 26.002900589 60.2652387966667, 25.9972026967607 60.2647832912752, 25.9852765975376 60.2630752618593))
Hudönselkä-Ahvenlahti;193909; 3.6; 3.0;MW2000;POLYGON ((25.852499614235 60.2341576874743, 25.8647767851072 60.2351570008411, 25.8678994945563 60.2354109797653, 25.8731325206667 60.2369071273333, 25.8764858674627 60.2378656879062, 25.8876527693333 60.2410567521667, 25.902173830401 60.2446512777462, 25.9059170389702 60.2455618091174, 25.9256552696667 60.2504263156667, 25.9317695633333 60.2525377591667, 25.933869863869 60.2532660372769, 25.9347823526667 60.2541954925, 25.93912321 60.257239483, 25.9420543549832 60.2587618126229, 25.9760477321843 60.2634263747694, 25.9795915395899 60.2639114117057, 25.9774858568014 60.2642699914293, 25.9723209468583 60.2635950506271, 25.9568887195261 60.2614551994485, 25.9469852860372 60.2609187480894, 25.9447006225991 60.260790843179, 25.9421380205105 60.2606473775165, 25.9401316873435 60.2584502785807, 25.9376244107464 60.256671001311, 25.9313218005429 60.2527608629432, 25.9252315065 60.250683184, 25.9179605705701 60.2488379450166, 25.9056008933453 60.2458374530816, 25.9001732462968 60.2445449600401, 25.8970153985 60.2439532848333, 25.864423210732 60.2367311477847, 25.8498538646918 60.236021954217, 25.852499614235 60.2341576874743))
Hudönselkä-Ahvenlahti;195137; 3.6; 3.0;MW2000;POLYGON ((25.9760477321667 60.2634263756667, 25.9889902858214 60.2608938814891, 25.9870942035119 60.2623923643665, 25.9852765956667 60.2630752641667, 25.9795915391667 60.2639114116667, 25.9760477321667 60.2634263756667))
Hudönselkä-Ahvenlahti;194783; 3.6; 3.0;MW2000;POLYGON ((26.0406086493333 60.301857062, 26.0442000481015 60.3019629626989, 26.0485690583333 60.3023989646667, 26.0523193763333 60.3015551361667, 26.0602905083973 60.3002215069457, 26.0592995181667 60.3012187815, 26.0526135336667 60.3020149836667, 26.0489520525 60.3028643498333, 26.045529013 60.3024489728333, 26.0402158128333 60.3022208501667, 26.0387292554406 60.3017889454125, 26.0406086493333 60.301857062))
Hudönselkä-Ahvenlahti;194765; 3.6; 3.0;MW2000;POLYGON ((26.0382478710334 60.2755604911598, 26.037662420966 60.2739543939613, 26.0398811621761 60.2739740585864, 26.0416074465163 60.2739893349652, 26.0433376528759 60.2748232252293, 26.041033223 60.2757088915, 26.0382478710334 60.2755604911598))
Hudönselkä-Ahvenlahti;194760; 3.6; 3.0;MW2000;POLYGON ((26.0426637403333 60.2971417861667, 26.0446939715457 60.296689584621, 26.044640643371 60.2970774517422, 26.042168102 60.2981545678333, 26.040725356 60.2991105193333, 26.0406086493333 60.301857062, 26.0387292554406 60.3017889454125, 26.039219087284 60.2991163994721, 26.0426637403333 60.2971417861667))
Hudönselkä-Ahvenlahti;194750; 3.6; 3.0;MW2000;POLYGON ((26.0426637403333 60.2971417861667, 26.0388870543669 60.2945100901041, 26.0392319898333 60.2914530705, 26.0407242716552 60.288391868418, 26.042182411 60.287633239, 26.0437118768333 60.2826179608333, 26.041033223 60.2757088915, 26.0433376528759 60.2748232252293, 26.0461240634762 60.2815486746913, 26.04440834 60.285366514, 26.0434739559637 60.2874696776194, 26.0427586181667 60.2878452666667, 26.0416338171667 60.2884640073333, 26.0405473141667 60.2914882266667, 26.040490556724 60.2943114288886, 26.0446939715457 60.296689584621, 26.0426637403333 60.2971417861667))
Huovinsaari - Savonsaari väylä;96906; 4.8; 4.2;NN+75.10;POLYGON ((27.9595943730605 62.2625718730486, 27.9513828303333 62.2688896956667, 27.9475930218333 62.2710215511667, 27.9455330892434 62.2711481070944, 27.9439532499106 62.2717498095253, 27.9432658896148 62.2721842821488, 27.9424957094911 62.2732967689699, 27.9416930445 62.2732474803333, 27.9397503986667 62.2732624311667, 27.9595943730605 62.2625718730486))
Husunkiven 8,9 m väylä;204600;####; 9.3;MW2005;POLYGON ((24.9710265078056 60.1618374543752, 24.9751628926828 60.1607917472054, 24.9755808663333 60.1606860915, 24.9839496152137 60.1564245146087, 24.9872863893023 60.1560244634059, 24.9931028433333 60.155326916, 24.997861508 60.1540833588333, 24.9999343154646 60.1535416491125, 25.0003985590125 60.155727782251, 24.9937497103333 60.1600581853333, 24.9934321032783 60.1591503392181, 24.9897041361195 60.1590854349629, 24.9818344894288 60.1601755411237, 24.9780940668714 60.1612035427278, 24.9773397776667 60.161429515, 24.9727111544688 60.1628160095701, 24.9710265078056 60.1618374543752))
Hylkysaaren 6,9m väylä;153724; 7.7; 7.0;MW2005;POLYGON ((25.2013348410518 60.2086321259039, 25.2024255740443 60.2071516129606, 25.1985072530618 60.2051094030743, 25.1982320612101 60.2024441328053, 25.2010571553333 60.205533818, 25.2037714965 60.207285436, 25.2057760048268 60.2087067113257, 25.2013348410518 60.2086321259039))
Hylkysaaren 6,9m väylä;190310; 8.3; 7.5;MW2000;POLYGON ((25.1919034843333 60.1845133433333, 25.1964896030863 60.1934011911879, 25.1973647121667 60.1998265765, 25.1959255908333 60.2024212391667, 25.1952104135 60.1978052263333, 25.1947067388333 60.1945536298333, 25.1838771679213 60.1855680858056, 25.1836156239382 60.1853510074019, 25.1819174888825 60.1839414827968, 25.1919034843333 60.1845133433333))
Hylkysaaren 6,9m väylä;159197; 8.3; 7.5;MW2000;POLYGON ((25.1985072530618 60.2051094030743, 25.1961518606176 60.203881567057, 25.1959255908333 60.2024212391667, 25.1973647121667 60.1998265765, 25.1976313671667 60.2017872113333, 25.1982320612101 60.2024441328053, 25.1985072530618 60.2051094030743))
Hylkysaaren 6,9m väylä;154741; 8.3; 7.5;MW2000;POLYGON ((25.2157562621723 60.1643075391849, 25.2172968647613 60.1650838803077, 25.2199622034248 60.1664269616284, 25.2208306245826 60.1668645373649, 25.1919034843333 60.1845133433333, 25.1819174888825 60.1839414827969, 25.1853040118194 60.18197798701, 25.2157562621723 60.1643075391849))
Hämmärönsalmen väylä;96132; 8.8; 7.3;MW2005;POLYGON ((22.0345923718584 60.2216692038354, 22.0574549725357 60.22229051911, 22.0624961603333 60.2237945836667, 22.057256581 60.2236511233333, 22.0388996628 60.2231795573156, 22.0345923718584 60.2216692038354))
Hämmärönsalmen väylä;230330; 8.8; 7.3;MW2005;POLYGON ((21.9058059171667 60.2258814351667, 21.9147359500985 60.2229218154952, 21.9327822525804 60.2238539773746, 21.9683607699255 60.2256844053758, 21.9791432675 60.2265407116667, 22.0112852339845 60.2264772556964, 22.0084371724628 60.2287116771346, 21.987572657 60.2280169921667, 21.9750618792495 60.2273795844669, 21.970571351356 60.2271505062279, 21.943369879 60.2257595303333, 21.9387082823511 60.225775236876, 21.9257917943567 60.2258178997968, 21.9058059171667 60.2258814351667))
Hämmärönsalmen väylä;222535; 8.8; 7.3;MW2005;POLYGON ((21.8182354062997 60.2458813094487, 21.8201208315 60.2447630466667, 21.82646721378 60.2410019972737, 21.8346409723876 60.2340041847757, 21.8395109893248 60.2348851416714, 21.8254417031915 60.2468921276144, 21.8240619554665 60.2480679325939, 21.8182354062997 60.2458813094487))
Hämmärönsalmen väylä;222531; 8.8; 7.3;MW2005;POLYGON ((21.8291372129808 60.2299714959516, 21.8623511829799 60.2272429979229, 21.8698320645555 60.2266272352556, 21.8913426151321 60.2248542030744, 21.9147359500985 60.2229218154952, 21.9058059171667 60.2258814351667, 21.8965691826174 60.2266297522717, 21.8915203574915 60.2269742307232, 21.8491808724102 60.2301116545382, 21.8438640344256 60.2319416604331, 21.8291372129808 60.2299714959516))
Hämmärönsalmen väylä;124037; 8.8; 7.3;MW2005;POLYGON ((22.0112852339845 60.2264772556964, 22.0152683479177 60.225655963789, 22.0292512342762 60.2227715132031, 22.0345923718584 60.2216692038354, 22.0388996628 60.2231795573156, 22.0084371724628 60.2287116771346, 22.0112852339845 60.2264772556964))
Hämmärönsalmen väylä;96135; 8.8; 7.3;MW2005;POLYGON ((22.057256581 60.2236511233333, 22.0624961603333 60.2237945853333, 22.1025241625657 60.2241909264469, 22.1077506964539 60.2220863580455, 22.1043803017108 60.2307915201883, 22.0993417303406 60.2274558273613, 22.0935970166667 60.2271923731667, 22.06244112239 60.2257591303183, 22.057256581 60.2236511233333))
Häpöniemen väylä;220791; 5.5; 4.5;MW2017;POLYGON ((21.2144483433431 60.7559043836903, 21.2514298265 60.7681320823333, 21.2542286028333 60.7688811243333, 21.2590241901254 60.769997154472, 21.2615284366667 60.7711271753333, 21.2783011813343 60.7751212118253, 21.2877383435 60.7768896578333, 21.296004033457 60.7790782931758, 21.2988920704685 60.7797233922598, 21.3165792733571 60.7836722348644, 21.3089430768333 60.7857930151667, 21.292635977717 60.7806864552319, 21.2903679610748 60.7799759405138, 21.2811674560139 60.7770929121579, 21.2599147116652 60.7718250518428, 21.2542349775901 60.7692622409776, 21.2351903072309 60.7656888602276, 21.2231212215728 60.7614958614786, 21.2136395247425 60.7609952183465, 21.2144483433431 60.7559043836903))
Härniemi-Ruununmaan laituri;182343; 4.9; 4.2;MW2016;POLYGON ((27.4931711905977 60.5017480964267, 27.4965946068603 60.5031691809719, 27.4936758523057 60.5047348850162, 27.4876531268532 60.5046378038769, 27.4931711905977 60.5017480964267))
Härniemi-Ruununmaan laituri;190258; 4.9; 4.2;MW2016;POLYGON ((27.4973637032455 60.4430662149569, 27.4995762599893 60.4432151270532, 27.5040784032186 60.4435180023224, 27.515449493065 60.444282305954, 27.5157403343333 60.4477279965, 27.4942083897629 60.4439565142873, 27.4973637032455 60.4430662149569))
Härniemi-Ruununmaan laituri;189465; 4.9; 4.2;MW2016;POLYGON ((27.5149284859759 60.438107903283, 27.518841393598 60.4370028189058, 27.5189601057867 60.4389289876535, 27.5150373053853 60.4393977975284, 27.5149284859759 60.438107903283))
Härniemi-Ruununmaan laituri;189453; 4.9; 4.2;MW2016;POLYGON ((27.5153428771478 60.4430166429183, 27.5192014594132 60.4428446727061, 27.5201607403197 60.4583973515614, 27.5220680924615 60.4754416419893, 27.5228044618375 60.4849332578584, 27.5137085195992 60.4867936006467, 27.5180728082067 60.4774057806893, 27.5170252922567 60.4629424605561, 27.5157403340739 60.447727994781, 27.515449493065 60.4442823059424, 27.5153428771478 60.4430166429183))
Härniemi-Ruununmaan laituri;217250; 4.9; 4.2;MW2016;POLYGON ((27.5151774367226 60.4410589305126, 27.5190583052336 60.4405222375804, 27.5191304416125 60.4416924952556, 27.5152375916268 60.4417713609902, 27.5151774367226 60.4410589305126))
Härniemi-Ruununmaan laituri;182423; 5.5; 4.6;MW2016;POLYGON ((27.5151774731884 60.4410589260155, 27.5150373053853 60.4393977975284, 27.5189601057867 60.4389289876518, 27.5190583052336 60.4405222375794, 27.5151774731884 60.4410589260155))
Härniemi-Ruununmaan laituri;182332; 4.9; 4.2;MW2016;POLYGON ((27.5228044618375 60.4849332578584, 27.4931711905977 60.5017480964267, 27.4876531268532 60.5046378038769, 27.4848881109481 60.5045941107056, 27.491645908 60.501114893, 27.49979977821 60.4969154362644, 27.5113367048949 60.4901329364672, 27.5137085195992 60.4867936006467, 27.5228044618375 60.4849332578584))
Härniemi-Ruununmaan laituri;182393; 4.9; 4.2;MW2016;POLYGON ((27.5152375916268 60.4417713609902, 27.5191304416124 60.4416924952556, 27.5192014594133 60.4428446726962, 27.5153428771478 60.4430166429183, 27.5152375916268 60.4417713609902))
Högholm-Framnäsin ankkuripaikka;172778; 3.0; 2.4;MW2000;POLYGON ((25.1493174413467 60.1671325231493, 25.1588886545 60.1682310995, 25.161365399 60.1685152576667, 25.162529919 60.1686488433333, 25.1654801958333 60.1696177048333, 25.1687219033333 60.1706821203333, 25.2279866211289 60.1820574125615, 25.2598954450577 60.1871840637786, 25.3555536794934 60.1996605660355, 25.3594807375613 60.201562322338, 25.3127612129317 60.1954803808998, 25.3110052782794 60.1952514254884, 25.2591356513333 60.1884766636667, 25.2510954219459 60.187185700204, 25.2270788206667 60.183326062, 25.1858489692843 60.1752574172068, 25.1772831464877 60.1736068177311, 25.1712914373802 60.1724355904053, 25.1647830663333 60.1699431811667, 25.1619990118333 60.1688768055, 25.15868768 60.1686471161667, 25.1488461443333 60.1680265556667, 25.1474469517475 60.1679027212437, 25.1493174413467 60.1671325231493))
Högholm-Framnäsin ankkuripaikka;171832; 3.0; 2.4;MW2010;POLYGON ((25.1460222596823 60.1667541334317, 25.1493174413467 60.1671325231493, 25.1474469517475 60.1679027212437, 25.1440379055535 60.167600944009, 25.1460222596823 60.1667541334317))
Högholm-Framnäsin ankkuripaikka;190227; 3.0; 2.4;MW2000;POLYGON ((25.1772831464877 60.1736068177311, 25.1858489692843 60.1752574172068, 25.2065575155 60.183421435, 25.2210741078912 60.1871769293493, 25.2510954219459 60.187185700204, 25.2591356513333 60.1884766636667, 25.2316583379667 60.1879960211772, 25.2204298145936 60.188019070912, 25.2052716398872 60.1841005677212, 25.1810285628342 60.1750118192495, 25.1772831464877 60.1736068177311))
Högholm-Framnäsin ankkuripaikka;176549; 3.0; 2.4;MW2000;POLYGON ((25.0889537942774 60.1538768727778, 25.0987402262112 60.1580510513988, 25.0994670443333 60.1585153625, 25.101941932 60.1600925151667, 25.1096559176667 60.162624874, 25.1173707231667 60.1625995421667, 25.122938538 60.1641008261667, 25.1460222596823 60.1667541334317, 25.1440379055535 60.167600944009, 25.133388655591 60.1666576568759, 25.1295703482329 60.1663192757722, 25.1236899201663 60.1657980862146, 25.1163943698333 60.1633904715, 25.1101699317563 60.1634107841567, 25.1083570138449 60.1634166457157, 25.1016006096667 60.1602255036667, 25.0991275285 60.1586483296667, 25.0855089473333 60.154091339, 25.0889537942774 60.1538768727778))
Högsåra-Biskopsö-väylä;153259; 5.0; 4.4;NN+21,28;POLYGON ((28.7178747792618 60.8449527885601, 28.715803747 60.8458778751667, 28.7132051271667 60.8469754441667, 28.710229112 60.8482322641667, 28.7074609303333 60.8496692676667, 28.7041234546476 60.8515201026145, 28.703471402 60.8519880095, 28.7021147005387 60.852705961406, 28.6984139555818 60.8536184317736, 28.6946469110732 60.8547008061648, 28.6935991135898 60.8551016559011, 28.6913689426667 60.8561775555, 28.6864318575 60.8560425345, 28.6898061201667 60.8553849813333, 28.6941843879869 60.8545565510418, 28.6981655176309 60.8534126812806, 28.699561131 60.852756985, 28.7007903765 60.8521931366667, 28.7023109055 60.851460023, 28.7040121829651 60.8507279622945, 28.7067991346667 60.8491758663333, 28.7121906413333 60.8468019931667, 28.7152697501667 60.845497847, 28.7172919982905 60.844635395889, 28.7178747792618 60.8449527885601))
Högsåra-Biskopsö-väylä;213904; 5.0; 4.4;NN+21,28;POLYGON ((28.6913689426667 60.8561775555, 28.6895262955 60.8573471923333, 28.6875550286667 60.8588403136667, 28.687292745 60.8602323528333, 28.6866988761667 60.8622090388333, 28.6862269115 60.8644534093333, 28.6855864138333 60.8663549958333, 28.6851645773333 60.8681091428333, 28.6823152555 60.8701357066667, 28.6803838133333 60.8714673551667, 28.6786461015 60.872577609, 28.6761128901667 60.8742603876667, 28.6741015636667 60.8756226746667, 28.671053103998 60.8774238723665, 28.6714008535359 60.8763949562006, 28.6731902198333 60.8751523286667, 28.6751876081667 60.873920922, 28.6776656376452 60.8722362274587, 28.6793663183333 60.8709465458333, 28.681288927 60.8695075338333, 28.682908608 60.867758653, 28.6840045421667 60.8663397241667, 28.6844373026667 60.865658358, 28.6846382648333 60.8643236695, 28.685277643 60.8621174435, 28.68569288 60.860206871, 28.686318753 60.8583870493333, 28.6864318575 60.8560425345, 28.6913689426667 60.8561775555))
